,context,duration,end_time,request_no,simulation_name,start_time,status
239,USER,0,2018-06-17 20:05:23.308,240,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.308,START
240,USER,0,2018-06-17 20:05:23.308,241,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.308,START
241,USER,0,2018-06-17 20:05:23.308,242,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.308,START
242,USER,0,2018-06-17 20:05:23.309,243,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.309,START
243,USER,0,2018-06-17 20:05:23.309,244,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.309,START
244,USER,0,2018-06-17 20:05:23.309,245,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.309,START
245,USER,0,2018-06-17 20:05:23.310,246,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.310,START
246,USER,0,2018-06-17 20:05:23.310,247,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.310,START
247,USER,0,2018-06-17 20:05:23.310,248,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.310,START
248,USER,0,2018-06-17 20:05:23.311,249,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.311,START
249,USER,0,2018-06-17 20:05:23.311,250,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.311,START
250,USER,0,2018-06-17 20:05:23.312,251,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.312,START
251,USER,0,2018-06-17 20:05:23.312,252,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.312,START
252,USER,0,2018-06-17 20:05:23.312,253,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.312,START
253,USER,0,2018-06-17 20:05:23.313,254,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.313,START
254,USER,0,2018-06-17 20:05:23.314,255,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.314,START
255,USER,0,2018-06-17 20:05:23.315,256,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.315,START
256,USER,0,2018-06-17 20:05:23.316,257,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.316,START
257,USER,0,2018-06-17 20:05:23.316,258,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.316,START
258,USER,0,2018-06-17 20:05:23.317,259,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.317,START
259,USER,0,2018-06-17 20:05:23.317,260,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.317,START
260,USER,0,2018-06-17 20:05:23.318,261,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.318,START
261,USER,0,2018-06-17 20:05:23.318,262,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.318,START
262,USER,0,2018-06-17 20:05:23.319,263,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.319,START
263,USER,0,2018-06-17 20:05:23.319,264,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.319,START
264,USER,0,2018-06-17 20:05:23.320,265,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.320,START
265,USER,0,2018-06-17 20:05:23.320,266,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.320,START
266,USER,0,2018-06-17 20:05:23.320,267,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.320,START
267,USER,0,2018-06-17 20:05:23.320,268,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.320,START
268,USER,0,2018-06-17 20:05:23.321,269,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.321,START
269,USER,0,2018-06-17 20:05:23.321,270,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.321,START
270,USER,0,2018-06-17 20:05:23.322,271,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.322,START
271,USER,0,2018-06-17 20:05:23.322,272,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.322,START
272,USER,0,2018-06-17 20:05:23.325,273,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.325,START
273,USER,0,2018-06-17 20:05:23.326,274,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.326,START
274,USER,0,2018-06-17 20:05:23.326,275,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.326,START
275,USER,0,2018-06-17 20:05:23.327,276,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.327,START
276,USER,0,2018-06-17 20:05:23.327,277,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.327,START
277,USER,0,2018-06-17 20:05:23.327,278,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.327,START
278,USER,0,2018-06-17 20:05:23.328,279,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.328,START
279,USER,0,2018-06-17 20:05:23.328,280,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.328,START
280,USER,0,2018-06-17 20:05:23.328,281,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.328,START
281,USER,0,2018-06-17 20:05:23.329,282,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.329,START
282,USER,0,2018-06-17 20:05:23.329,283,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.329,START
283,USER,0,2018-06-17 20:05:23.329,284,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.329,START
284,USER,0,2018-06-17 20:05:23.330,285,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.330,START
285,USER,0,2018-06-17 20:05:23.330,286,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.330,START
286,USER,0,2018-06-17 20:05:23.330,287,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.330,START
287,USER,0,2018-06-17 20:05:23.330,288,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.330,START
288,USER,0,2018-06-17 20:05:23.331,289,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.331,START
289,USER,0,2018-06-17 20:05:23.331,290,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.331,START
290,USER,0,2018-06-17 20:05:23.331,291,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.331,START
291,USER,0,2018-06-17 20:05:23.331,292,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.331,START
292,USER,0,2018-06-17 20:05:23.332,293,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.332,START
293,USER,0,2018-06-17 20:05:23.332,294,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.332,START
294,USER,0,2018-06-17 20:05:23.332,295,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.332,START
295,USER,0,2018-06-17 20:05:23.333,296,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.333,START
296,USER,0,2018-06-17 20:05:23.333,297,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.333,START
297,USER,0,2018-06-17 20:05:23.333,298,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.333,START
298,USER,0,2018-06-17 20:05:23.333,299,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.333,START
299,USER,0,2018-06-17 20:05:23.334,300,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.334,START
300,USER,0,2018-06-17 20:05:23.334,301,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.334,START
301,USER,0,2018-06-17 20:05:23.334,302,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.334,START
302,USER,0,2018-06-17 20:05:23.334,303,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.334,START
303,USER,0,2018-06-17 20:05:23.335,304,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.335,START
304,USER,0,2018-06-17 20:05:23.335,305,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.335,START
305,USER,0,2018-06-17 20:05:23.336,306,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.336,START
306,USER,0,2018-06-17 20:05:23.336,307,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.336,START
307,USER,0,2018-06-17 20:05:23.336,308,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.336,START
308,USER,0,2018-06-17 20:05:23.336,309,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.336,START
309,USER,0,2018-06-17 20:05:23.337,310,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.337,START
310,USER,0,2018-06-17 20:05:23.337,311,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.337,START
311,USER,0,2018-06-17 20:05:23.337,312,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.337,START
312,USER,0,2018-06-17 20:05:23.338,313,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.338,START
313,USER,0,2018-06-17 20:05:23.338,314,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.338,START
314,USER,0,2018-06-17 20:05:23.338,315,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.338,START
315,USER,0,2018-06-17 20:05:23.338,316,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.338,START
316,USER,0,2018-06-17 20:05:23.339,317,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.339,START
317,USER,0,2018-06-17 20:05:23.339,318,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.339,START
318,USER,0,2018-06-17 20:05:23.339,319,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.339,START
319,USER,0,2018-06-17 20:05:23.340,320,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.340,START
320,USER,0,2018-06-17 20:05:23.340,321,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.340,START
321,USER,0,2018-06-17 20:05:23.340,322,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.340,START
322,USER,0,2018-06-17 20:05:23.340,323,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.340,START
323,USER,0,2018-06-17 20:05:23.341,324,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.341,START
324,USER,0,2018-06-17 20:05:23.341,325,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.341,START
325,USER,0,2018-06-17 20:05:23.341,326,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.341,START
326,USER,0,2018-06-17 20:05:23.341,327,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.341,START
327,USER,0,2018-06-17 20:05:23.342,328,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.342,START
328,USER,0,2018-06-17 20:05:23.342,329,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.342,START
329,USER,0,2018-06-17 20:05:23.342,330,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.342,START
330,USER,0,2018-06-17 20:05:23.342,331,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.342,START
331,USER,0,2018-06-17 20:05:23.343,332,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.343,START
332,USER,0,2018-06-17 20:05:23.343,333,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.343,START
333,USER,0,2018-06-17 20:05:23.343,334,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.343,START
334,USER,0,2018-06-17 20:05:23.343,335,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.343,START
335,USER,0,2018-06-17 20:05:23.344,336,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.344,START
336,USER,0,2018-06-17 20:05:23.344,337,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.344,START
337,USER,0,2018-06-17 20:05:23.344,338,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.344,START
338,USER,0,2018-06-17 20:05:23.344,339,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.344,START
339,USER,0,2018-06-17 20:05:23.345,340,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.345,START
340,USER,0,2018-06-17 20:05:23.345,341,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.345,START
341,USER,0,2018-06-17 20:05:23.345,342,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.345,START
342,USER,0,2018-06-17 20:05:23.345,343,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.345,START
343,USER,0,2018-06-17 20:05:23.346,344,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.346,START
344,USER,0,2018-06-17 20:05:23.346,345,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.346,START
345,USER,0,2018-06-17 20:05:23.346,346,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.346,START
346,USER,0,2018-06-17 20:05:23.347,347,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.347,START
347,USER,0,2018-06-17 20:05:23.347,348,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.347,START
348,USER,0,2018-06-17 20:05:23.347,349,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.347,START
349,USER,0,2018-06-17 20:05:23.347,350,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.347,START
350,USER,0,2018-06-17 20:05:23.374,351,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.374,START
351,USER,0,2018-06-17 20:05:23.375,352,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.375,START
352,USER,0,2018-06-17 20:05:23.375,353,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.375,START
353,USER,0,2018-06-17 20:05:23.375,354,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.375,START
354,USER,0,2018-06-17 20:05:23.376,355,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.376,START
355,USER,0,2018-06-17 20:05:23.376,356,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.376,START
356,USER,0,2018-06-17 20:05:23.376,357,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.376,START
357,USER,0,2018-06-17 20:05:23.376,358,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.376,START
358,USER,0,2018-06-17 20:05:23.377,359,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.377,START
359,USER,0,2018-06-17 20:05:23.377,360,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.377,START
360,USER,0,2018-06-17 20:05:23.377,361,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.377,START
361,USER,0,2018-06-17 20:05:23.378,362,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.378,START
362,USER,0,2018-06-17 20:05:23.378,363,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.378,START
363,USER,0,2018-06-17 20:05:23.378,364,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.378,START
364,USER,0,2018-06-17 20:05:23.379,365,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.379,START
365,USER,0,2018-06-17 20:05:23.379,366,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.379,START
366,USER,0,2018-06-17 20:05:23.379,367,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.379,START
367,USER,0,2018-06-17 20:05:23.380,368,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.380,START
368,USER,0,2018-06-17 20:05:23.380,369,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.380,START
369,USER,0,2018-06-17 20:05:23.380,370,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.380,START
370,USER,0,2018-06-17 20:05:23.381,371,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.381,START
371,USER,0,2018-06-17 20:05:23.381,372,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.381,START
372,USER,0,2018-06-17 20:05:23.381,373,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.381,START
373,USER,0,2018-06-17 20:05:23.382,374,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.382,START
374,USER,0,2018-06-17 20:05:23.382,375,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.382,START
375,USER,0,2018-06-17 20:05:23.382,376,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.382,START
376,USER,0,2018-06-17 20:05:23.383,377,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.383,START
377,USER,0,2018-06-17 20:05:23.383,378,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.383,START
378,USER,0,2018-06-17 20:05:23.383,379,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.383,START
379,USER,0,2018-06-17 20:05:23.384,380,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.384,START
380,USER,0,2018-06-17 20:05:23.384,381,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.384,START
381,USER,0,2018-06-17 20:05:23.384,382,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.384,START
382,USER,0,2018-06-17 20:05:23.385,383,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.385,START
383,USER,0,2018-06-17 20:05:23.385,384,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.385,START
384,USER,0,2018-06-17 20:05:23.386,385,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.386,START
385,USER,0,2018-06-17 20:05:23.386,386,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.386,START
386,USER,0,2018-06-17 20:05:23.387,387,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.387,START
387,USER,0,2018-06-17 20:05:23.387,388,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.387,START
388,USER,0,2018-06-17 20:05:23.387,389,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.387,START
389,USER,0,2018-06-17 20:05:23.388,390,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.388,START
390,USER,0,2018-06-17 20:05:23.388,391,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.388,START
391,USER,0,2018-06-17 20:05:23.388,392,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.388,START
392,USER,0,2018-06-17 20:05:23.388,393,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.388,START
393,USER,0,2018-06-17 20:05:23.389,394,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.389,START
394,USER,0,2018-06-17 20:05:23.389,395,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.389,START
395,USER,0,2018-06-17 20:05:23.389,396,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.389,START
396,USER,0,2018-06-17 20:05:23.390,397,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.390,START
397,USER,0,2018-06-17 20:05:23.390,398,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.390,START
398,USER,0,2018-06-17 20:05:23.390,399,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.390,START
399,USER,0,2018-06-17 20:05:23.391,400,Fat Categorization Coldstart-scenario,2018-06-17 20:05:23.391,START
400,USER,0,2018-06-17 20:05:23.391,401,Zip Categorization Coldstart-scenario,2018-06-17 20:05:23.391,START
401,USER,0,2018-06-17 20:05:24.437,402,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.437,START
402,USER,0,2018-06-17 20:05:24.438,403,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.438,START
403,USER,0,2018-06-17 20:05:24.438,404,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.438,START
404,USER,0,2018-06-17 20:05:24.438,405,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.438,START
405,USER,0,2018-06-17 20:05:24.438,406,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.438,START
406,USER,0,2018-06-17 20:05:24.439,407,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.439,START
407,USER,0,2018-06-17 20:05:24.439,408,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.439,START
408,USER,0,2018-06-17 20:05:24.439,409,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.439,START
409,USER,0,2018-06-17 20:05:24.439,410,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.439,START
410,USER,0,2018-06-17 20:05:24.440,411,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.440,START
411,USER,0,2018-06-17 20:05:24.440,412,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.440,START
412,USER,0,2018-06-17 20:05:24.440,413,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.440,START
413,USER,0,2018-06-17 20:05:24.440,414,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.440,START
414,USER,0,2018-06-17 20:05:24.440,415,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.440,START
415,USER,0,2018-06-17 20:05:24.441,416,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
416,USER,0,2018-06-17 20:05:24.441,417,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
417,USER,0,2018-06-17 20:05:24.441,418,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
418,USER,0,2018-06-17 20:05:24.441,419,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
419,USER,0,2018-06-17 20:05:24.441,420,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
420,USER,0,2018-06-17 20:05:24.441,421,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.441,START
421,USER,0,2018-06-17 20:05:24.442,422,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.442,START
422,USER,0,2018-06-17 20:05:24.442,423,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.442,START
423,USER,0,2018-06-17 20:05:24.442,424,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.442,START
424,USER,0,2018-06-17 20:05:24.442,425,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.442,START
425,USER,0,2018-06-17 20:05:24.443,426,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.443,START
426,USER,0,2018-06-17 20:05:24.443,427,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.443,START
427,USER,0,2018-06-17 20:05:24.443,428,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.443,START
428,USER,0,2018-06-17 20:05:24.443,429,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.443,START
429,USER,0,2018-06-17 20:05:24.443,430,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.443,START
430,USER,0,2018-06-17 20:05:24.444,431,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.444,START
431,USER,0,2018-06-17 20:05:24.444,432,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.444,START
432,USER,0,2018-06-17 20:05:24.444,433,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.444,START
433,USER,0,2018-06-17 20:05:24.444,434,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.444,START
434,USER,0,2018-06-17 20:05:24.444,435,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.444,START
435,USER,0,2018-06-17 20:05:24.445,436,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.445,START
436,USER,0,2018-06-17 20:05:24.445,437,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.445,START
437,USER,0,2018-06-17 20:05:24.445,438,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.445,START
438,USER,0,2018-06-17 20:05:24.445,439,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.445,START
439,USER,0,2018-06-17 20:05:24.446,440,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.446,START
440,USER,0,2018-06-17 20:05:24.446,441,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.446,START
441,USER,0,2018-06-17 20:05:24.446,442,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.446,START
442,USER,0,2018-06-17 20:05:24.446,443,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.446,START
443,USER,0,2018-06-17 20:05:24.447,444,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.447,START
444,USER,0,2018-06-17 20:05:24.447,445,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.447,START
445,USER,0,2018-06-17 20:05:24.447,446,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.447,START
446,USER,0,2018-06-17 20:05:24.448,447,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.448,START
447,USER,0,2018-06-17 20:05:24.448,448,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.448,START
448,USER,0,2018-06-17 20:05:24.449,449,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.449,START
449,USER,0,2018-06-17 20:05:24.449,450,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.449,START
450,USER,0,2018-06-17 20:05:24.449,451,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.449,START
451,USER,0,2018-06-17 20:05:24.449,452,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.449,START
452,USER,0,2018-06-17 20:05:24.449,453,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.449,START
453,USER,0,2018-06-17 20:05:24.450,454,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.450,START
454,USER,0,2018-06-17 20:05:24.450,455,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.450,START
455,USER,0,2018-06-17 20:05:24.450,456,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.450,START
456,USER,0,2018-06-17 20:05:24.450,457,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.450,START
457,USER,0,2018-06-17 20:05:24.450,458,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.450,START
458,USER,0,2018-06-17 20:05:24.451,459,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.451,START
459,USER,0,2018-06-17 20:05:24.451,460,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.451,START
460,USER,0,2018-06-17 20:05:24.451,461,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.451,START
461,USER,0,2018-06-17 20:05:24.451,462,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.451,START
462,USER,0,2018-06-17 20:05:24.451,463,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.451,START
463,USER,0,2018-06-17 20:05:24.452,464,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.452,START
464,USER,0,2018-06-17 20:05:24.452,465,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.452,START
465,USER,0,2018-06-17 20:05:24.452,466,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.452,START
466,USER,0,2018-06-17 20:05:24.452,467,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.452,START
467,USER,0,2018-06-17 20:05:24.452,468,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.452,START
468,USER,0,2018-06-17 20:05:24.453,469,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.453,START
469,USER,0,2018-06-17 20:05:24.453,470,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.453,START
470,USER,0,2018-06-17 20:05:24.453,471,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.453,START
471,USER,0,2018-06-17 20:05:24.453,472,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.453,START
472,USER,0,2018-06-17 20:05:24.454,473,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.454,START
473,USER,0,2018-06-17 20:05:24.454,474,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.454,START
474,USER,0,2018-06-17 20:05:24.454,475,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.454,START
475,USER,0,2018-06-17 20:05:24.454,476,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.454,START
476,USER,0,2018-06-17 20:05:24.455,477,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.455,START
477,USER,0,2018-06-17 20:05:24.455,478,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.455,START
478,USER,0,2018-06-17 20:05:24.455,479,Zip Categorization Coldstart-scenario,2018-06-17 20:05:24.455,START
